security_key,issuer_cik,issuer_cik_source,latest_project_ticker,structural_ambiguity_tier,ticker_like_exact_name_flag,membership_valid_from,membership_valid_to_exclusive,alias_valid_from,alias_valid_to_exclusive,authoritative_state_name,authoritative_name_source_layer,state_basis,full_normalized_alias,legal_core_alias,production_alias,alias_selection_reason,bare_ticker_qualification_source,matching_mode,policy_id,policy_sha256,bare_ticker_alias_flag
TRMB,0000864749,STAGE3B2_CANDIDATE_CIK,TRMB,HIGH,0,2021-01-21,2026-01-01,2021-01-21,2026-01-01,Trimble Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,trimble inc,trimble,trimble inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TROW,,,TROW,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,T Rowe Price Group Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,t rowe price group inc,t rowe price group,t rowe price group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TRV,0000086312,STAGE3B2_CANDIDATE_CIK,TRV,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Travelers Cos Inc/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,travelers cos inc,travelers cos,travelers cos,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TSCO,0000916365,STAGE3B2_CANDIDATE_CIK,TSCO,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Tractor Supply Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,tractor supply co,tractor supply,tractor supply,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TSLA,0001318605,STAGE3B2_CANDIDATE_CIK,TSLA,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Tesla Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,tesla inc,tesla,tesla inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TSN,0000100493,STAGE3B2_CANDIDATE_CIK,TSN,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Tyson Foods Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,tyson foods inc,tyson foods,tyson foods,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TT,0001466258,STAGE3B2_CANDIDATE_CIK,TT,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Trane Technologies PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,trane technologies plc,trane technologies,trane technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TTD,0001671933,STAGE3B2_CANDIDATE_CIK,TTD,LOW,0,2025-07-18,2026-01-01,2025-07-18,2026-01-01,Trade Desk Inc/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,trade desk inc,trade desk,trade desk,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TTWO,0000946581,STAGE3B2_CANDIDATE_CIK,TTWO,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Take-Two Interactive Software Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,take two interactive software inc,take two interactive software,take two interactive software,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TWTR,0001418091,STAGE3I_RESOLVED_CIK,TWTR,HIGH,0,2021-01-01,2022-11-01,2021-01-01,2022-11-01,Twitter,STAGE3I_MEMBERSHIP_NAME,STABLE,twitter,twitter,twitter,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TXN,0000097476,STAGE3B2_CANDIDATE_CIK,TXN,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Texas Instruments Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,texas instruments inc,texas instruments,texas instruments,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TXT,0000217346,STAGE3B2_CANDIDATE_CIK,TXT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Textron Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,textron inc,textron,textron inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TYL,0000860731,STAGE3B2_CANDIDATE_CIK,TYL,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Tyler Technologies Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,tyler technologies inc,tyler technologies,tyler technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UA,0001336917,STAGE3I_RESOLVED_CIK,UA,LOW,0,2021-01-01,2022-06-21,2021-01-01,2022-06-21,Under Armour Class C,STAGE3I_MEMBERSHIP_NAME,STABLE,under armour,under armour,under armour,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UAA,0001336917,STAGE3I_RESOLVED_CIK,UAA,LOW,0,2021-01-01,2022-06-21,2021-01-01,2022-06-21,Under Armour Class A,STAGE3I_MEMBERSHIP_NAME,STABLE,under armour,under armour,under armour,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UAL,0000100517,STAGE3B2_CANDIDATE_CIK,UAL,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,United Airlines Holdings Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,united airlines holdings inc,united airlines holdings,united airlines holdings,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UBER,0001543151,STAGE3B2_CANDIDATE_CIK,UBER,MEDIUM,0,2023-12-18,2026-01-01,2023-12-18,2026-01-01,Uber Technologies Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,uber technologies inc,uber technologies,uber technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UDR,0000074208,STAGE3B2_CANDIDATE_CIK,UDR,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,UDR Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,udr inc,udr,udr inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UHS,0000352915,STAGE3B2_CANDIDATE_CIK,UHS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Universal Health Services Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,universal health services inc,universal health services,universal health services,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ULTA,0001403568,STAGE3B2_CANDIDATE_CIK,ULTA,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Ulta Beauty Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,ulta beauty inc,ulta beauty,ulta beauty,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UNH,0000731766,STAGE3B2_CANDIDATE_CIK,UNH,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,UnitedHealth Group Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,unitedhealth group inc,unitedhealth group,unitedhealth group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UNM,0000005513,STAGE3I_RESOLVED_CIK,UNM,MEDIUM,0,2021-01-01,2021-09-20,2021-01-01,2021-09-20,Unum Group,STAGE3I_MEMBERSHIP_NAME,STABLE,unum group,unum group,unum group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UNP,0000100885,STAGE3B2_CANDIDATE_CIK,UNP,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Union Pacific Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,union pacific corp,union pacific,union pacific,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
UPS,0001090727,STAGE3B2_CANDIDATE_CIK,UPS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,United Parcel Service Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,united parcel service inc,united parcel service,united parcel service,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
URI,0001067701,STAGE3B2_CANDIDATE_CIK,URI,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,United Rentals Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,united rentals inc,united rentals,united rentals,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
USB,0000036104,STAGE3B2_CANDIDATE_CIK,USB,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,US Bancorp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,us bancorp,us bancorp,us bancorp,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
V,0001403161,STAGE3B2_CANDIDATE_CIK,V,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Visa Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,visa inc,visa,visa,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VAR,0000203527,STAGE3I_RESOLVED_CIK,VAR,LOW,0,2021-01-01,2021-04-20,2021-01-01,2021-04-20,Varian Medical Systems,STAGE3I_MEMBERSHIP_NAME,STABLE,varian medical systems,varian medical systems,varian medical systems,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VFC,0000103379,STAGE3I_RESOLVED_CIK,VFC,HIGH,0,2021-01-01,2024-04-03,2021-01-01,2024-04-03,V.F.,STAGE3I_MEMBERSHIP_NAME,STABLE,v f,v f,v f,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VICI,0001705696,STAGE3B2_CANDIDATE_CIK,VICI,MEDIUM,0,2022-06-08,2026-01-01,2022-06-08,2026-01-01,VICI Properties Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,vici properties inc,vici properties,vici properties,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VLO,,,VLO,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Valero Energy Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,valero energy corp,valero energy,valero energy,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VLTO,0001967680,STAGE3B2_CANDIDATE_CIK,VLTO,HIGH,0,2023-10-02,2026-01-01,2023-10-02,2026-01-01,Veralto Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,veralto corp,veralto,veralto corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VMC,0001396009,STAGE3B2_CANDIDATE_CIK,VMC,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Vulcan Materials Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,vulcan materials co,vulcan materials,vulcan materials,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VNO,0000899689,STAGE3I_RESOLVED_CIK,VNO,LOW,0,2021-01-01,2023-01-05,2021-01-01,2023-01-05,Vornado Realty Trust,STAGE3I_MEMBERSHIP_NAME,STABLE,vornado realty trust,vornado realty trust,vornado realty trust,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VNT,0001786842,STAGE3I_RESOLVED_CIK,VNT,HIGH,0,2021-01-01,2021-03-22,2021-01-01,2021-03-22,Vontier,STAGE3I_MEMBERSHIP_NAME,STABLE,vontier,vontier,vontier,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VRSK,0001442145,STAGE3B2_CANDIDATE_CIK,VRSK,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Verisk Analytics Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,verisk analytics inc,verisk analytics,verisk analytics,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VRSN,0001014473,STAGE3B2_CANDIDATE_CIK,VRSN,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,VeriSign Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,verisign inc,verisign,verisign inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VRTX,0000875320,STAGE3B2_CANDIDATE_CIK,VRTX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Vertex Pharmaceuticals Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,vertex pharmaceuticals inc,vertex pharmaceuticals,vertex pharmaceuticals,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VST,0001692819,STAGE3B2_CANDIDATE_CIK,VST,HIGH,0,2024-05-08,2026-01-01,2024-05-08,2026-01-01,Vistra Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,vistra corp,vistra,vistra corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VTR,0000740260,STAGE3B2_CANDIDATE_CIK,VTR,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Ventas Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,ventas inc,ventas,ventas inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VTRS,0001792044,STAGE3B2_CANDIDATE_CIK,VTRS,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Viatris Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,viatris inc,viatris,viatris inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
VZ,0000732712,STAGE3B2_CANDIDATE_CIK,VZ,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Verizon Communications Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,verizon communications inc,verizon communications,verizon communications,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WAB,0000943452,STAGE3B2_CANDIDATE_CIK,WAB,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Westinghouse Air Brake Technologies Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,westinghouse air brake technologies corp,westinghouse air brake technologies,westinghouse air brake technologies corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WAT,,,WAT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Waters Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,waters corp,waters,waters corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WBA,0001618921,STAGE3I_RESOLVED_CIK,WBA,LOW,0,2021-01-01,2025-08-28,2021-01-01,2025-08-28,Walgreens Boots Alliance,STAGE3I_MEMBERSHIP_NAME,STABLE,walgreens boots alliance,walgreens boots alliance,walgreens boots alliance,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WBD,0001437107,STAGE3G_SAMPLE_CIK,WBD,LOW,0,2022-04-11,2026-01-01,2022-04-11,2026-01-01,"Warner Bros. Discovery, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,warner bros discovery inc,warner bros discovery,warner bros discovery,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WDAY,0001327811,STAGE3B2_CANDIDATE_CIK,WDAY,HIGH,0,2024-12-23,2026-01-01,2024-12-23,2026-01-01,Workday Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,workday inc,workday,workday inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WDC,0000106040,STAGE3B2_CANDIDATE_CIK,WDC,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Western Digital Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,western digital corp,western digital,western digital,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WEC,0000783325,STAGE3B2_CANDIDATE_CIK,WEC,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,WEC Energy Group Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,wec energy group inc,wec energy group,wec energy group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WELL,0000766704,STAGE3B2_CANDIDATE_CIK,WELL,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Welltower Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,welltower inc,welltower,welltower inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
WFC,0000072971,STAGE3G_SAMPLE_CIK,WFC,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Wells Fargo & Company,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,wells fargo and company,wells fargo and,wells fargo and,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
